1675474864.128,1.3678,50.8832,39.0784
1675474864.413,1.3568,50.8997,39.0619
1675474864.663,1.3458,50.8832,39.0784
1675474864.914,1.3513,50.8722,39.0894
1675474865.148,1.3239,50.8777,39.0839
1675474865.413,1.3678,50.9052,39.0619
1675474865.684,1.3953,50.8612,39.0948
1675474865.947,1.3568,50.8942,39.0619
1675474866.197,1.3348,50.8832,39.0784
1675474866.432,1.3348,50.9656,38.996
1675474866.716,1.3129,50.8612,39.0948
1675474866.966,1.3733,50.8282,39.1333
1675474867.201,1.3074,50.8502,39.1168
1675474867.457,1.4941,50.9106,39.0399
1675474867.723,1.3568,50.8502,39.1113
1675474867.973,2.0599,51.1963,38.7268
1675474868.239,2.7246,50.3668,39.4849
1675474868.504,2.2028,51.5808,38.3752
1675474868.755,359.5001,52.2949,37.6996
1675474869.005,1.1481,50.8832,39.0948
1675474869.255,2.2137,50.191,39.7101
1675474869.505,1.214,51.1743,38.7982
1675474869.771,1.2744,50.7953,39.1718
1675474870.037,0.9943,51.004,38.985
1675474870.399,1.994,51.6412,38.2819
1675474870.649,1.1975,51.1359,38.8806
1675474870.935,1.4722,50.9875,38.9685
1675474871.169,359.0717,51.3611,38.6169
1675474871.439,1.5601,50.5316,39.4025
1675474871.709,2.3016,50.9326,38.9685
1675474871.943,1.6205,50.6689,39.2816
1675474872.196,1.6974,50.8502,39.0948
1675474872.459,1.3458,51.2512,38.7213
1675474872.709,1.4557,50.9491,39.007
1675474872.958,1.626,50.9546,38.985
1675474873.239,1.582,50.8282,39.1223
1675474873.508,1.3019,51.0425,38.9246
1675474873.726,1.4722,51.0205,38.941
1675474873.992,1.4941,50.9711,38.985
1675474874.245,1.5161,50.9766,38.974
1675474874.495,1.4557,51.0754,38.8806
1675474874.761,1.5106,50.9985,38.9575
1675474875.012,1.4227,50.9436,39.0179
1675474875.269,1.4557,50.9106,39.0454
1675474875.519,1.4447,50.9491,39.007
1675474875.772,1.5051,51.0864,38.8696
1675474876.053,1.4667,50.9711,38.9905
1675474876.291,1.5051,50.9766,38.9795
1675474876.541,1.4722,51.048,38.9081
1675474876.812,1.4337,50.8777,39.0784
1675474877.057,1.4062,51.059,38.9026
1675474877.303,1.5326,51.0809,38.8696
1675474877.569,1.4941,50.8997,39.0564
1675474877.834,1.4941,51.1029,38.8751
1675474878.068,1.5326,50.9875,38.9575
1675474878.318,1.5161,50.9656,38.985
1675474878.584,1.5271,51.2567,38.6938
1675474878.834,1.4941,51.0864,38.8696
1675474879.119,1.5875,50.9326,39.007
1675474879.354,1.2689,50.9601,39.007
1675474879.713,2.2028,51.0095,38.8916
1675474880.078,359.4232,50.3339,39.6277
1675474880.363,359.6484,51.9653,38.0347
1675474880.597,1.4062,51.1414,38.8202
1675474880.847,2.1478,50.9985,38.9136
1675474881.113,1.5656,51.1194,38.8422
1675474881.382,359.2474,49.5923,40.3912
1675474881.616,2.9993,50.7019,39.1608
1675474881.87,2.1753,51.3226,38.595
1675474882.152,0.4779,50.9656,39.0234
1675474882.398,3.1366,49.4659,40.3583
1675474882.663,0.791,52.8607,37.0789
1675474882.898,358.9398,51.5094,38.4851
1675474883.152,0.379,48.8013,41.1877
1675474883.436,1.1261,50.7953,39.1772
1675474883.686,0.0604,50.1361,39.8914
1675474883.921,1.3458,50.2679,39.6497
1675474884.28,1.5051,51.1633,38.7762
1675474884.566,1.4062,50.7733,39.1827
1675474884.816,1.3953,51.0645,38.8916
1675474885.066,1.3898,50.9985,38.963
